"","idkey","year","state","state_abv","county_name","democrat_county_vote","republican_county_vote","other_county_vote","county_totalvotes","state_totalvotes","vep_turnout_rate","vap_turnout_rate","statecrime.population","statecrime.rates.property.all","statecrime.rates.property.burglary","statecrime.rates.property.larceny","statecrime.rates.property.motor","statecrime.rates.violent.all","statecrime.rates.violent.assault","statecrime.rates.violent.murder","statecrime.rates.violent.rape","statecrime.rates.violent.robbery","statecrime.totals.property.all","statecrime.totals.property.burglary","statecrime.totals.property.larceny","statecrime.totals.property.motor","statecrime.totals.violent.all","statecrime.totals.violent.assault","statecrime.totals.violent.murder","statecrime.totals.violent.rape","statecrime.totals.violent.robbery","redistrict_count","laborForce","employed","unemployed","unemploymentRate","polling_station"
"4902","NE_Sherman",2004,"Nebraska","NE","Sherman",541,1072,30,1643,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,1902,1836,66,3.5,NA
"4903","NE_Sioux",2004,"Nebraska","NE","Sioux",123,677,9,809,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,813,791,22,2.7,NA
"4904","NE_Stanton",2004,"Nebraska","NE","Stanton",559,2159,27,2745,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,3794,3674,120,3.2,NA
"4905","NE_Thayer",2004,"Nebraska","NE","Thayer",764,2075,39,2878,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,3050,2953,97,3.2,NA
"4906","NE_Thomas",2004,"Nebraska","NE","Thomas",60,378,6,444,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,427,414,13,3,NA
"4907","NE_Thurston",2004,"Nebraska","NE","Thurston",1212,1154,21,2387,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,2965,2733,232,7.8,NA
"4908","NE_Valley",2004,"Nebraska","NE","Valley",564,1801,26,2391,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,2569,2483,86,3.3,NA
"4909","NE_Washington",2004,"Nebraska","NE","Washington",2754,7083,113,9950,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,11135,10772,363,3.3,NA
"4910","NE_Wayne",2004,"Nebraska","NE","Wayne",1059,2971,55,4085,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,5546,5378,168,3,NA
"4911","NE_Webster",2004,"Nebraska","NE","Webster",557,1403,42,2002,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,2042,1957,85,4.2,NA
"4912","NE_Wheeler",2004,"Nebraska","NE","Wheeler",81,366,6,453,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,491,478,13,2.6,NA
"4913","NE_York",2004,"Nebraska","NE","York",1304,5393,100,6797,778186,63.98,60.74,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,NA,8084,7828,256,3.2,NA
"4914","NV_Carson city",2004,"Nevada","NV","Carson city",9441,13171,494,23106,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,27184,25825,1359,5,NA
"4915","NV_Churchill",2004,"Nevada","NV","Churchill",2705,7335,197,10237,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,12086,11573,513,4.2,NA
"4916","NV_Clark",2004,"Nevada","NV","Clark",281767,255337,8293,545397,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,829804,792490,37314,4.5,NA
"4917","NV_Douglas",2004,"Nevada","NV","Douglas",8275,15192,431,23898,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,22215,21251,964,4.3,NA
"4918","NV_Elko",2004,"Nevada","NV","Elko",3050,11938,321,15309,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,22936,22052,884,3.9,NA
"4919","NV_Esmeralda",2004,"Nevada","NV","Esmeralda",99,367,15,481,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,450,426,24,5.3,NA
"4920","NV_Eureka",2004,"Nevada","NV","Eureka",144,571,23,738,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,671,643,28,4.2,NA
"4921","NV_Humboldt",2004,"Nevada","NV","Humboldt",1361,3896,110,5367,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,7577,7279,298,3.9,NA
"4922","NV_Lander",2004,"Nevada","NV","Lander",414,1602,37,2053,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,2447,2343,104,4.3,NA
"4923","NV_Lincoln",2004,"Nevada","NV","Lincoln",418,1579,50,2047,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,1576,1492,84,5.3,NA
"4924","NV_Lyon",2004,"Nevada","NV","Lyon",5637,11136,378,17151,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,19413,18335,1078,5.6,NA
"4925","NV_Mineral",2004,"Nevada","NV","Mineral",931,1336,60,2327,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,2125,2010,115,5.4,NA
"4926","NV_Nye",2004,"Nevada","NV","Nye",5616,8487,407,14510,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,15436,14506,930,6,NA
"4927","NV_Pershing",2004,"Nevada","NV","Pershing",538,1341,38,1917,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,2509,2400,109,4.3,NA
"4928","NV_Storey",2004,"Nevada","NV","Storey",871,1253,44,2168,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,2078,2009,69,3.3,NA
"4929","NV_Washoe",2004,"Nevada","NV","Washoe",74841,81545,2693,159079,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,206198,197772,8426,4.1,NA
"4930","NV_White pine",2004,"Nevada","NV","White pine",1082,2604,116,3802,829587,54.65,46.8,2332898,4210,992,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,1,3947,3799,148,3.7,NA
"4931","NH_Belknap",2004,"New hampshire","NH","Belknap",14080,17920,298,32298,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,31641,30529,1112,3.5,NA
"4932","NH_Carroll",2004,"New hampshire","NH","Carroll",13319,14614,289,28222,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,24764,23966,798,3.2,NA
"4933","NH_Cheshire",2004,"New hampshire","NH","Cheshire",24438,16463,436,41337,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,40863,39486,1377,3.4,NA
"4934","NH_Coos",2004,"New hampshire","NH","Coos",8585,8143,191,16919,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,16491,15738,753,4.6,NA
"4935","NH_Grafton",2004,"New hampshire","NH","Grafton",26180,20277,505,46962,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,46345,45050,1295,2.8,NA
"4936","NH_Hillsborough",2004,"New hampshire","NH","Hillsborough",94121,99724,1582,195427,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,222979,214265,8714,3.9,NA
"4937","NH_Merrimack",2004,"New hampshire","NH","Merrimack",39975,36060,620,76655,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,77051,74600,2451,3.2,NA
"4938","NH_Rockingham",2004,"New hampshire","NH","Rockingham",75437,82069,1260,158766,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,168220,160424,7796,4.6,NA
"4939","NH_Strafford",2004,"New hampshire","NH","Strafford",32942,25825,513,59280,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,65888,63650,2238,3.4,NA
"4940","NH_Sullivan",2004,"New hampshire","NH","Sullivan",11434,10142,220,21796,677662,71.93,69.45,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,2,21252,20563,689,3.2,NA
"4941","NJ_Atlantic",2004,"New jersey","NJ","Atlantic",55746,49487,864,106097,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,134098,126548,7550,5.6,NA
"4942","NJ_Bergen",2004,"New jersey","NJ","Bergen",207666,189833,2745,400244,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,461555,442162,19393,4.2,NA
"4943","NJ_Burlington",2004,"New jersey","NJ","Burlington",110411,95936,1609,207956,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,234329,224641,9688,4.1,NA
"4944","NJ_Camden",2004,"New jersey","NJ","Camden",137765,81427,1741,220933,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,259114,245520,13594,5.2,NA
"4945","NJ_Cape may",2004,"New jersey","NJ","Cape may",21475,28832,455,50762,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,57018,53089,3929,6.9,NA
"4946","NJ_Cumberland",2004,"New jersey","NJ","Cumberland",27875,24362,948,53185,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,68310,63777,4533,6.6,NA
"4947","NJ_Essex",2004,"New jersey","NJ","Essex",203681,83374,2293,289348,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,362548,340071,22477,6.2,NA
"4948","NJ_Gloucester",2004,"New jersey","NJ","Gloucester",66835,60033,1096,127964,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,144459,137624,6835,4.7,NA
"4949","NJ_Hudson",2004,"New jersey","NJ","Hudson",127447,60646,1353,189446,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,286664,269065,17599,6.1,NA
"4950","NJ_Hunterdon",2004,"New jersey","NJ","Hunterdon",26050,39888,742,66680,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,70295,67878,2417,3.4,NA
"4951","NJ_Mercer",2004,"New jersey","NJ","Mercer",91580,56604,1326,149510,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,188994,180908,8086,4.3,NA
"4952","NJ_Middlesex",2004,"New jersey","NJ","Middlesex",166628,126492,2685,295805,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,409445,390703,18742,4.6,NA
"4953","NJ_Monmouth",2004,"New jersey","NJ","Monmouth",133773,163650,2516,299939,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,321210,306694,14516,4.5,NA
"4954","NJ_Morris",2004,"New jersey","NJ","Morris",98066,135241,1847,235154,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,264718,255034,9684,3.7,NA
"4955","NJ_Ocean",2004,"New jersey","NJ","Ocean",99839,152204,2263,254306,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,245350,232930,12420,5.1,NA
"4956","NJ_Passaic",2004,"New jersey","NJ","Passaic",94962,75200,1149,171311,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,233361,218978,14383,6.2,NA
"4957","NJ_Salem",2004,"New jersey","NJ","Salem",13749,15721,311,29781,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,30688,29079,1609,5.2,NA
"4958","NJ_Somerset",2004,"New jersey","NJ","Somerset",66476,72508,1295,140279,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,171526,165137,6389,3.7,NA
"4959","NJ_Sussex",2004,"New jersey","NJ","Sussex",23990,44506,900,69396,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,82303,78705,3598,4.4,NA
"4960","NJ_Union",2004,"New jersey","NJ","Union",119372,82517,1498,203387,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,264374,250356,14018,5.3,NA
"4961","NJ_Warren",2004,"New jersey","NJ","Warren",18044,29542,622,48208,3609691,64.54,55.86,8685166,2433,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,1,57688,55165,2523,4.4,NA
"4962","NM_Bernalillo",2004,"New mexico","NM","Bernalillo",132252,121454,3105,256811,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,297305,282359,14946,5,NA
"4963","NM_Catron",2004,"New mexico","NM","Catron",551,1427,15,1993,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,1424,1319,105,7.4,NA
"4964","NM_Chaves",2004,"New mexico","NM","Chaves",6726,14773,206,21705,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,25358,23662,1696,6.7,NA
"4965","NM_Cibola",2004,"New mexico","NM","Cibola",3913,3477,97,7487,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,12164,11458,706,5.8,NA
"4966","NM_Colfax",2004,"New mexico","NM","Colfax",2824,3082,62,5968,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,6908,6507,401,5.8,NA
"4967","NM_Curry",2004,"New mexico","NM","Curry",3541,10649,96,14286,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,20044,19187,857,4.3,NA
"4968","NM_De baca",2004,"New mexico","NM","De baca",281,706,6,993,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,906,843,63,7,NA
"4969","NM_Dona ana",2004,"New mexico","NM","Dona ana",31762,29548,650,61960,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,81506,76461,5045,6.2,NA
"4970","NM_Eddy",2004,"New mexico","NM","Eddy",6880,13268,122,20270,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,23876,22554,1322,5.5,NA
"4971","NM_Grant",2004,"New mexico","NM","Grant",7095,6135,162,13392,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,11714,10727,987,8.4,NA
"4972","NM_Guadalupe",2004,"New mexico","NM","Guadalupe",1340,914,13,2267,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,1675,1558,117,7,NA
"4973","NM_Harding",2004,"New mexico","NM","Harding",259,380,5,644,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,383,363,20,5.2,NA
"4974","NM_Hidalgo",2004,"New mexico","NM","Hidalgo",861,1081,22,1964,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,2349,2210,139,5.9,NA
"4975","NM_Lea",2004,"New mexico","NM","Lea",3646,14430,105,18181,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,24196,23037,1159,4.8,NA
"4976","NM_Lincoln",2004,"New mexico","NM","Lincoln",2822,6070,122,9014,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,10910,10449,461,4.2,NA
"4977","NM_Los alamos",2004,"New mexico","NM","Los alamos",5206,5810,181,11197,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,11308,11001,307,2.7,NA
"4978","NM_Luna",2004,"New mexico","NM","Luna",3340,4164,89,7593,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,11888,10033,1855,15.6,NA
"4979","NM_Mckinley",2004,"New mexico","NM","Mckinley",13051,7351,221,20623,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,26473,24640,1833,6.9,NA
"4980","NM_Mora",2004,"New mexico","NM","Mora",1876,928,22,2826,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,2091,1862,229,11,NA
"4981","NM_Otero",2004,"New mexico","NM","Otero",6433,14066,265,20764,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,26323,24974,1349,5.1,NA
"4982","NM_Quay",2004,"New mexico","NM","Quay",1422,2661,34,4117,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,3909,3670,239,6.1,NA
"4983","NM_Rio arriba",2004,"New mexico","NM","Rio arriba",9753,5149,97,14999,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,20470,19131,1339,6.5,NA
"4984","NM_Roosevelt",2004,"New mexico","NM","Roosevelt",2082,4997,65,7144,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,9355,9008,347,3.7,NA
"4985","NM_San juan",2004,"New mexico","NM","San juan",14843,29525,638,45006,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,52359,49258,3101,5.9,NA
"4986","NM_San miguel",2004,"New mexico","NM","San miguel",8683,3313,120,12116,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,13443,12568,875,6.5,NA
"4987","NM_Sandoval",2004,"New mexico","NM","Sandoval",21421,22628,492,44541,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,47510,44865,2645,5.6,NA
"4988","NM_Santa fe",2004,"New mexico","NM","Santa fe",47074,18466,660,66200,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,74056,70879,3177,4.3,NA
"4989","NM_Sierra",2004,"New mexico","NM","Sierra",1926,3162,69,5157,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,5295,4995,300,5.7,NA
"4990","NM_Socorro",2004,"New mexico","NM","Socorro",4025,3696,130,7851,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,8817,8390,427,4.8,NA
"4991","NM_Taos",2004,"New mexico","NM","Taos",10987,3666,182,14835,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,16968,15736,1232,7.3,NA
"4992","NM_Torrance",2004,"New mexico","NM","Torrance",2386,4026,95,6507,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,7540,7112,428,5.7,NA
"4993","NM_Union",2004,"New mexico","NM","Union",411,1454,16,1881,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,1920,1849,71,3.7,NA
"4994","NM_Valencia",2004,"New mexico","NM","Valencia",11270,14474,268,26012,756304,60.14,54.93,1903006,4198.4,1047,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,1,30024,28339,1685,5.6,NA
"4995","NY_Albany",2004,"New york","NY","Albany",86213,52369,8617,147199,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,158263,151559,6704,4.2,NA
"4996","NY_Allegany",2004,"New york","NY","Allegany",6392,11894,984,19270,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,23524,22000,1524,6.5,NA
"4997","NY_Bronx",2004,"New york","NY","Bronx",276938,53738,12253,342929,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,504256,458515,45741,9.1,NA
"4998","NY_Broome",2004,"New york","NY","Broome",44496,42100,5294,91890,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,96053,90785,5268,5.5,NA
"4999","NY_Cattaraugus",2004,"New york","NY","Cattaraugus",13087,19028,2147,34262,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,42171,39613,2558,6.1,NA
"5000","NY_Cayuga",2004,"New york","NY","Cayuga",16913,16626,2513,36052,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,41652,39492,2160,5.2,NA
"5001","NY_Chautauqua",2004,"New york","NY","Chautauqua",26369,30734,3839,60942,7391036,58.92,51.02,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,1,66771,63076,3695,5.5,NA
